trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
463,False,"{'a': 0.9, 'e': 4.664853593569966e-06}",20,3,25.428457432267273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.9, 'e': 4.6447681331747915e-06}",25,15,14.522720186225904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.9, 'e': 4.624812117007747e-06}",25,5,36.96376350090779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.9, 'e': 4.6049844351526094e-06}",25,15,16.826606729397934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.9, 'e': 4.585283989563894e-06}",30,23,12.390441488692032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.9, 'e': 4.565709693914822e-06}",20,16,4.668572558592132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.9, 'e': 4.5462604734475655e-06}",20,16,5.797833221839808,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.9, 'e': 4.526935264825713e-06}",25,15,-17.60658021939673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
471,False,"{'a': 0.9, 'e': 4.507733015988929e-06}",30,19,19.832726380762153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.9, 'e': 4.4886526860097676e-06}",30,12,29.50367145891352,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.9, 'e': 4.469693244952599e-06}",35,25,16.87907825399263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.9, 'e': 4.450853673734622e-06}",35,20,32.972884185555266,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.9, 'e': 4.43213296398892e-06}",25,4,-49.91802046585664,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
476,False,"{'a': 0.9, 'e': 4.413530117929525e-06}",25,11,28.532050418164097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.9, 'e': 4.395044148218469e-06}",20,8,-1.2814466905659248,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.9, 'e': 4.376674077834772e-06}",20,9,20.846243478938778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.9, 'e': 4.358418939945345e-06}",20,12,18.24587037939866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.9, 'e': 4.340277777777778e-06}",25,14,18.32870303430801,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.9, 'e': 4.322249644494967e-06}",20,14,12.834345836572837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.9, 'e': 4.304333603071572e-06}",25,1,33.38094603854642,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.9, 'e': 4.286528726172258e-06}",20,8,0.9932254420335989,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
484,False,"{'a': 0.9, 'e': 4.2688340960316914e-06}",25,18,10.903679988470786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.9, 'e': 4.251248804336273e-06}",20,3,26.756840988660876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.9, 'e': 4.233771952107571e-06}",25,6,34.21037681610794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.9, 'e': 4.216402649587425e-06}",25,9,24.234896124557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.9, 'e': 4.199140016124697e-06}",20,15,11.77816118429794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.9, 'e': 4.18198318006365e-06}",20,13,13.355554956706792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.9, 'e': 4.164931278633902e-06}",20,16,8.600214945824742,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.9, 'e': 4.14798345784197e-06}",20,0,5.42650295252975,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
492,False,"{'a': 0.9, 'e': 4.131138872364333e-06}",20,16,6.428099871891083,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.9, 'e': 4.114396685442031e-06}",20,9,18.516138600446308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.9, 'e': 4.097756068776738e-06}",20,13,11.196539544872445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.9, 'e': 4.0812162024283235e-06}",20,0,23.27106656641714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.9, 'e': 4.06477627471384e-06}",20,9,21.968629060276214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.9, 'e': 4.04843548210794e-06}",20,5,23.581093800215555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.9, 'e': 4.032193029144691e-06}",20,4,26.69005039355546,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.9, 'e': 4.01604812832077e-06}",30,19,24.1511180747612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.9, 'e': 4e-06}",20,8,24.11568063714912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.9, 'e': 3.9840478723192335e-06}",20,14,12.36077261618426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.9, 'e': 3.968190981095538e-06}",20,0,26.71841739815902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
503,False,"{'a': 0.9, 'e': 3.9524285697346734e-06}",20,16,7.677630037463663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.9, 'e': 3.936759889140842e-06}",20,0,32.51827777881139,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.9, 'e': 3.921184197627684e-06}",20,14,12.220528445353224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.9, 'e': 3.905700760830508e-06}",25,0,15.028331095437972,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
507,False,"{'a': 0.9, 'e': 3.89030885161973e-06}",30,17,19.475464040561885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.9, 'e': 3.8750077500155e-06}",30,16,21.951769132854526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.9, 'e': 3.859796743103508e-06}",20,12,15.70861645758534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.9, 'e': 3.844675124951942e-06}",20,7,24.358375671115834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.9, 'e': 3.8296421965295784e-06}",25,7,30.89821140722892,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.9, 'e': 3.814697265625e-06}",30,14,31.930335386373656,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.9, 'e': 3.7998396467669062e-06}",20,16,7.334050945029547,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.9, 'e': 3.785068661145513e-06}",30,20,18.101057391758104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.9, 'e': 3.7703836365350176e-06}",25,13,23.338563311766173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.9, 'e': 3.7557839072171143e-06}",25,17,13.703724434674257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.9, 'e': 3.741268813905548e-06}",20,11,13.370375020116239,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.9, 'e': 3.7268377036716803e-06}",20,10,17.435813768252828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.9, 'e': 3.712489929871065e-06}",20,12,14.791906535293425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.9, 'e': 3.698224852071006e-06}",30,22,15.113256293203847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.9, 'e': 3.6840418359790892e-06}",35,21,23.89550238030922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.9, 'e': 3.669940253372675e-06}",30,22,17.289702339800193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.9, 'e': 3.655919482029328e-06}",30,15,23.050336994457236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.9, 'e': 3.6419789056581785e-06}",20,11,17.05137512108833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.9, 'e': 3.6281179138321994e-06}",25,7,32.57064508743277,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.9, 'e': 3.614335901921381e-06}",20,10,-26.948492794541934,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
527,False,"{'a': 0.9, 'e': 3.6006322710267922e-06}",20,8,19.084267197616008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.9, 'e': 3.5870064279155188e-06}",20,15,7.410972236139781,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.9, 'e': 3.5734577849564572e-06}",25,11,25.065136735693926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.9, 'e': 3.55998576005696e-06}",25,13,17.7920013736239,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.9, 'e': 3.54658977660031e-06}",35,18,11.026630319219343,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
532,False,"{'a': 0.9, 'e': 3.533269263384024e-06}",25,13,21.275500299890563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.9, 'e': 3.5200236545589585e-06}",35,17,29.69505582094488,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.9, 'e': 3.5068523895692182e-06}",20,0,27.915489667750364,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.9, 'e': 3.4937549130928464e-06}",35,18,29.401822421605296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.9, 'e': 3.4807306749832927e-06}",20,0,29.335966245451008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.9, 'e': 3.4677791302116388e-06}",30,18,21.22752764819538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.9, 'e': 3.4548997388095795e-06}",35,18,11.689220099335138,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
539,False,"{'a': 0.9, 'e': 3.4420919658131427e-06}",25,1,39.65715267566424,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.9, 'e': 3.429355281207133e-06}",20,4,23.042197496719062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.9, 'e': 3.4166891598703026e-06}",20,0,20.110451456551086,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
542,False,"{'a': 0.9, 'e': 3.4040930815212212e-06}",25,13,18.06880589372078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.9, 'e': 3.3915665306648486e-06}",30,11,14.55080837249312,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.9, 'e': 3.3791089965397925e-06}",25,13,24.314904491427352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.9, 'e': 3.3667199730662403e-06}",35,20,31.0146549500444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.9, 'e': 3.3543989587945633e-06}",25,7,28.835149730569153,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.9, 'e': 3.342145456854573e-06}",20,2,29.97537621064528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.9, 'e': 3.329958974905429e-06}",35,20,-10.862731770684196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
549,False,"{'a': 0.9, 'e': 3.3178390250861808e-06}",20,14,13.31896538106502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.9, 'e': 3.305785123966942e-06}",20,16,7.188510536815615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.9, 'e': 3.2937967925006836e-06}",25,15,19.45247377262831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.9, 'e': 3.281873555975635e-06}",30,20,21.31580624728755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 3.270014943968294e-06}",30,8,30.785935877661622,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.9, 'e': 3.2582204902970193e-06}",20,16,5.697319227379458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.9, 'e': 3.2464897329762196e-06}",30,10,34.339432301148015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.9, 'e': 3.234822214171109e-06}",35,20,25.396837832105742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 3.2232174801530383e-06}",20,6,24.32102998989671,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 3.2116750812553794e-06}",30,2,49.55962353596424,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.9, 'e': 3.200194571829967e-06}",20,0,21.552102239690377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.9, 'e': 3.1887755102040818e-06}",25,12,24.695087676582133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 3.177417458637968e-06}",25,16,12.74102045120988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 3.1661199832828864e-06}",20,11,15.565003070678118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 3.154882654139679e-06}",25,9,30.27830376647899,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.9, 'e': 3.1437050450178564e-06}",20,3,24.744739318127824,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 3.132586733495184e-06}",20,14,14.510199452877714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 3.1215273008777735e-06}",30,20,14.509218940852463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 3.1105263321606647e-06}",20,12,13.707844460135465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 3.099583415988891e-06}",25,17,13.379458631863628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 3.0886981446190246e-06}",20,6,24.780931247176404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 3.0778701138811943e-06}",20,16,10.386429353577267,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 3.0670989231415683e-06}",30,20,20.453843976476687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 3.056384175265294e-06}",20,15,10.200521531730049,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 3.045725476579894e-06}",20,9,22.28485599463872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 3.035122436839102e-06}",20,0,32.14757892764141,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
575,False,"{'a': 0.9, 'e': 3.0245746691871457e-06}",30,22,15.516671312898426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 3.0140817901234566e-06}",25,11,22.239512356843754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 3.0036434194678146e-06}",20,14,7.3676112639305025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 2.993259180325906e-06}",25,17,15.747171327346932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 2.9829286990553065e-06}",35,24,22.13462686033604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 2.972651605231867e-06}",25,16,17.393123893291467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 2.9624275316165077e-06}",25,12,20.19342168997538,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 2.9522561141224123e-06}",25,5,37.20100574617406,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.9, 'e': 2.9421369917826112e-06}",25,5,33.23929140092647,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.9, 'e': 2.9320698067179585e-06}",20,8,22.943480141718442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.9, 'e': 2.9220542041054864e-06}",20,12,14.46703842062387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.9, 'e': 2.912089832147142e-06}",25,10,14.520647038279357,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 2.9021763420388948e-06}",20,10,20.070480604488555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.9, 'e': 2.89231338794021e-06}",25,19,10.271506615374152,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 2.8825006269438864e-06}",30,12,24.432990786145574,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 2.872737719046251e-06}",20,11,15.246614053792019,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 2.8630243271177077e-06}",20,8,17.729253581788964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 2.8533601168736304e-06}",25,11,23.415937305592834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.9, 'e': 2.8437447568456046e-06}",20,8,20.74097732828102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 2.8341779183530027e-06}",20,14,10.63629844056225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.9, 'e': 2.824659275474896e-06}",25,0,40.103862258589984,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
596,False,"{'a': 0.9, 'e': 2.8151885050222963e-06}",20,0,27.83741947123695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.9, 'e': 2.8057652865107223e-06}",20,2,22.960872731263404,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 2.7963893021330858e-06}",20,11,-1.4872877816828742,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.9, 'e': 2.7870602367328967e-06}",25,13,22.164285750457726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 2.777777777777778e-06}",25,10,28.60895884292837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.9, 'e': 2.768541615333291e-06}",20,13,-28.265476900962774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
602,False,"{'a': 0.9, 'e': 2.7593514420370637e-06}",20,15,2.842250664505346,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 2.750206953073219e-06}",20,11,18.115166896494227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 2.741107846147099e-06}",35,15,35.059551714093836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 2.732053821460283e-06}",25,15,16.879787926776434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.9, 'e': 2.7230445816858916e-06}",25,18,13.434614401168545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.9, 'e': 2.714079831944177e-06}",30,22,16.571136798463797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 2.7051592797783934e-06}",30,15,24.574405376871916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 2.696282635130945e-06}",25,6,25.918076760543624,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.9, 'e': 2.6874496103198067e-06}",25,13,20.45122727865137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 2.678659920015215e-06}",20,8,23.202426199029055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.9, 'e': 2.669913281216626e-06}",25,2,-3.7458212854888124,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
613,False,"{'a': 0.9, 'e': 2.6612094132299366e-06}",25,18,8.531797138779673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.9, 'e': 2.652548037644962e-06}",20,0,26.144719846724993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.9, 'e': 2.6439288783131732e-06}",25,8,30.082534451381516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 2.6353516613256872e-06}",25,1,35.980508907150806,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 2.6268161149915022e-06}",25,7,31.26479625721579,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 2.6183219698159845e-06}",20,12,17.28680410164762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 2.6098689584795948e-06}",20,7,24.91993074604295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 2.6014568158168575e-06}",20,10,20.017407851313877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.9, 'e': 2.593085278795564e-06}",25,12,25.973468204356248,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 2.584754086496211e-06}",20,11,15.610561704265729,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 2.5764629800916708e-06}",20,13,11.613462310080681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.9, 'e': 2.5682117028270876e-06}",20,14,10.885364103926568,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.9, 'e': 2.56e-06}",30,23,10.839129866123006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.9, 'e': 2.5518276189406855e-06}",25,17,12.969114772558955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.9, 'e': 2.5436943089927226e-06}",20,1,28.98364884061734,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.9, 'e': 2.5355998214937724e-06}",20,4,24.785837231587475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 2.5275439097565722e-06}",25,20,11.79360854688701,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.9, 'e': 2.5195263290501387e-06}",20,15,11.134994879587612,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.9, 'e': 2.511546836581182e-06}",20,0,32.90552390914219,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
632,False,"{'a': 0.9, 'e': 2.503605191475725e-06}",25,11,25.458042579048417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.9, 'e': 2.4957011547609243e-06}",20,10,16.080319544959213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.9, 'e': 2.4878344893470927e-06}",20,5,26.360298673303483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.9, 'e': 2.48000496000992e-06}",20,8,22.91662540942516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 2.472212333372889e-06}",30,3,45.84300281195236,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.9, 'e': 2.464456377889883e-06}",20,0,32.12599092506818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
638,False,"{'a': 0.9, 'e': 2.4567368638279892e-06}",30,14,21.509894423227426,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.9, 'e': 2.449053563250482e-06}",20,6,13.345495530192348,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.9, 'e': 2.44140625e-06}",25,15,19.99237918657954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.9, 'e': 2.433794699681903e-06}",20,5,29.836021035602506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.9, 'e': 2.42621868964781e-06}",25,4,27.72646016374717,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
